title,author,views,likes,link,month,year
Get your next eye exam on a smartphone,Andrew Bastawrous,1200000,37000,https://ted.com/talks/andrew_bastawrous_get_your_next_eye_exam_on_a_smartphone,March,2014
The case of the missing fractals,Alex Rosenthal and George Zaidan,697000,20000,https://ted.com/talks/alex_rosenthal_and_george_zaidan_the_case_of_the_missing_fractals,April,2014
"Are athletes really getting faster, better, stronger?",David Epstein,9300000,279000,https://ted.com/talks/david_epstein_are_athletes_really_getting_faster_better_stronger,March,2014
Not all scientific studies are created equal,David Schwartz,502000,15000,https://ted.com/talks/david_schwartz_not_all_scientific_studies_are_created_equal,April,2014
Autism — what we know (and what we don't know yet),Wendy Chung,4200000,128000,https://ted.com/talks/wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet,March,2014
"Success, failure and the drive to keep creating",Elizabeth Gilbert,5600000,169000,https://ted.com/talks/elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating,March,2014
How tsunamis work,Alex Gendler,7600000,228000,https://ted.com/talks/alex_gendler_how_tsunamis_work,April,2014
The best computer interface? Maybe ... your hands,James Patten,1100000,33000,https://ted.com/talks/james_patten_the_best_computer_interface_maybe_your_hands,August,2013
A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,2700000,83000,https://ted.com/talks/hamish_jolly_a_shark_deterrent_wetsuit_and_it_s_not_what_you_think,October,2013
How synchronized hammer strikes could generate nuclear fusion,Michel Laberge,1300000,40000,https://ted.com/talks/michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion,March,2014
Embrace the near win,Sarah Lewis,2900000,88000,https://ted.com/talks/sarah_lewis_embrace_the_near_win,March,2014
My life in typefaces,Matthew Carter,1200000,37000,https://ted.com/talks/matthew_carter_my_life_in_typefaces,March,2014
The flower-shaped starshade that might help us detect Earth-like planets,Jeremy Kasdin,1400000,43000,https://ted.com/talks/jeremy_kasdin_the_flower_shaped_starshade_that_might_help_us_detect_earth_like_planets,March,2014
How I help transgender teens become who they want to be,Norman Spack,1400000,42000,https://ted.com/talks/norman_spack_how_i_help_transgender_teens_become_who_they_want_to_be,November,2013
"For parents, happiness is a very high bar",Jennifer Senior,2500000,77000,https://ted.com/talks/jennifer_senior_for_parents_happiness_is_a_very_high_bar,March,2014
What's the difference between accuracy and precision?,Matt Anticole,5000000,152000,https://ted.com/talks/matt_anticole_what_s_the_difference_between_accuracy_and_precision,April,2015
Should you live for your résumé ... or your eulogy?,David Brooks,2900000,87000,https://ted.com/talks/david_brooks_should_you_live_for_your_resume_or_your_eulogy,March,2014
Be passionate. Be courageous. Be your best.,Gabby Giffords and Mark Kelly,1100000,34000,https://ted.com/talks/gabby_giffords_and_mark_kelly_be_passionate_be_courageous_be_your_best,March,2014
The sore problem of prosthetic limbs,David Sengeh,883000,26000,https://ted.com/talks/david_sengeh_the_sore_problem_of_prosthetic_limbs,March,2014
Hidden miracles of the natural world,Louie Schwartzberg,9400000,284000,https://ted.com/talks/louie_schwartzberg_hidden_miracles_of_the_natural_world,March,2014
Why is ketchup so hard to pour?,George Zaidan,2900000,89000,https://ted.com/talks/george_zaidan_why_is_ketchup_so_hard_to_pour,April,2014
Teach teachers how to create magic,Christopher Emdin,2600000,78000,https://ted.com/talks/christopher_emdin_teach_teachers_how_to_create_magic,October,2013
How public spaces make cities work,Amanda Burden,1500000,45000,https://ted.com/talks/amanda_burden_how_public_spaces_make_cities_work,March,2014
The unstoppable walk to political reform,Lawrence Lessig,1100000,34000,https://ted.com/talks/lawrence_lessig_the_unstoppable_walk_to_political_reform,March,2014
"Your social media ""likes"" expose more than you think",Jennifer Golbeck,2500000,75000,https://ted.com/talks/jennifer_golbeck_your_social_media_likes_expose_more_than_you_think,October,2013
Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,5000000,151000,https://ted.com/talks/bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done,March,2014
The discovery that could rewrite physics,Allan Adams,1900000,57000,https://ted.com/talks/allan_adams_the_discovery_that_could_rewrite_physics,March,2014
"It's TED, the Musical",TED staff,812000,24000,https://ted.com/talks/ted_staff_it_s_ted_the_musical,April,2014
Sugar: Hiding in plain sight,Robert Lustig,1200000,38000,https://ted.com/talks/robert_lustig_sugar_hiding_in_plain_sight,March,2014
Why I must come out,Geena Rocero,3600000,108000,https://ted.com/talks/geena_rocero_why_i_must_come_out,March,2014
"The new bionics that let us run, climb and dance",Hugh Herr,16000000,489000,https://ted.com/talks/hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance,March,2014
How many ways can you arrange a deck of cards?,Yannay Khaikin,1500000,46000,https://ted.com/talks/yannay_khaikin_how_many_ways_can_you_arrange_a_deck_of_cards,March,2014
Protecting Twitter users (sometimes from themselves),Del Harvey,1000000,31000,https://ted.com/talks/del_harvey_protecting_twitter_users_sometimes_from_themselves,March,2014
Zombie roaches and other parasite tales,Ed Yong,1900000,57000,https://ted.com/talks/ed_yong_zombie_roaches_and_other_parasite_tales,March,2014
"To create for the ages, let's combine art and engineering",Bran Ferren,1100000,33000,https://ted.com/talks/bran_ferren_to_create_for_the_ages_let_s_combine_art_and_engineering,March,2014
"My daughter, Malala",Ziauddin Yousafzai,2700000,83000,https://ted.com/talks/ziauddin_yousafzai_my_daughter_malala,March,2014
Where's Google going next?,Larry Page,2700000,81000,https://ted.com/talks/larry_page_where_s_google_going_next,March,2014
The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,1200000,38000,https://ted.com/talks/richard_ledgett_the_nsa_responds_to_edward_snowden_s_ted_talk,March,2014
Dead stuff: The secret ingredient in our food chain,John C. Moore and Eric Berlow,666000,19000,https://ted.com/talks/john_c_moore_and_eric_berlow_dead_stuff_the_secret_ingredient_in_our_food_chain,March,2014
My wish: To launch a new era of openness in business,Charmian Gooch,998000,29000,https://ted.com/talks/charmian_gooch_my_wish_to_launch_a_new_era_of_openness_in_business,March,2014
What I learned from going blind in space,Chris Hadfield,11000000,341000,https://ted.com/talks/chris_hadfield_what_i_learned_from_going_blind_in_space,March,2014
Here's how we take back the Internet,Edward Snowden,5700000,171000,https://ted.com/talks/edward_snowden_here_s_how_we_take_back_the_internet,March,2014
The case of the vanishing honeybees,Emma Bryce,881000,26000,https://ted.com/talks/emma_bryce_the_case_of_the_vanishing_honeybees,March,2014
The neuroscience of restorative justice,Dan Reisel,975000,29000,https://ted.com/talks/dan_reisel_the_neuroscience_of_restorative_justice,February,2013
The long reach of reason,Steven Pinker and Rebecca Newberger Goldstein,1100000,34000,https://ted.com/talks/steven_pinker_and_rebecca_newberger_goldstein_the_long_reach_of_reason,February,2012
The birds and the bees are just the beginning,Carin Bondar,2600000,79000,https://ted.com/talks/carin_bondar_the_birds_and_the_bees_are_just_the_beginning,June,2013
You don't need an app for that,Toby Shapshak,1500000,46000,https://ted.com/talks/toby_shapshak_you_don_t_need_an_app_for_that,July,2013
"Can we all ""have it all""?",Anne-Marie Slaughter,2200000,67000,https://ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all,June,2013
The science of spiciness,Rose Eveleth,4099999,125000,https://ted.com/talks/rose_eveleth_the_science_of_spiciness,March,2014
A word game to communicate in any language,Ajit Narayanan,1400000,43000,https://ted.com/talks/ajit_narayanan_a_word_game_to_communicate_in_any_language,February,2013
A 50-cent microscope that folds like origami,Manu Prakash,2300000,69000,https://ted.com/talks/manu_prakash_a_50_cent_microscope_that_folds_like_origami,June,2012
My DNA vending machine,Gabe Barcia-Colombo,841000,25000,https://ted.com/talks/gabe_barcia_colombo_my_dna_vending_machine,August,2013
Government surveillance — this is just the beginning,Christopher Soghoian,925000,27000,https://ted.com/talks/christopher_soghoian_government_surveillance_this_is_just_the_beginning,August,2013
How data will transform business,Philip Evans,1700000,53000,https://ted.com/talks/philip_evans_how_data_will_transform_business,November,2013
Could future devices read images from our brains?,Mary Lou Jepsen,1000000,31000,https://ted.com/talks/mary_lou_jepsen_could_future_devices_read_images_from_our_brains,March,2013
The 3 agencies with the power to make or break economies,Annette Heuser,1200000,37000,https://ted.com/talks/annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies,June,2013
"What we can learn from galaxies far, far away",Henry Lin,1400000,42000,https://ted.com/talks/henry_lin_what_we_can_learn_from_galaxies_far_far_away,November,2013
Why do we cry? The three types of tears,Alex Gendler,6500000,196000,https://ted.com/talks/alex_gendler_why_do_we_cry_the_three_types_of_tears,February,2014
We need money for aid. So let’s print it.,Michael Metcalfe,806000,24000,https://ted.com/talks/michael_metcalfe_we_need_money_for_aid_so_let_s_print_it,November,2013
What is the universe made of?,Dennis Wildfogel,517000,15000,https://ted.com/talks/dennis_wildfogel_what_is_the_universe_made_of,February,2014
Why good hackers make good citizens,Catherine Bracy,916000,27000,https://ted.com/talks/catherine_bracy_why_good_hackers_make_good_citizens,September,2013
Can the damaged brain repair itself?,Siddharthan Chandran,1500000,46000,https://ted.com/talks/siddharthan_chandran_can_the_damaged_brain_repair_itself,July,2013
We're all hiding something. Let's find the courage to open up,Ash Beckham,2800000,86000,https://ted.com/talks/ash_beckham_we_re_all_hiding_something_let_s_find_the_courage_to_open_up,September,2013
Are we designed to be sexual omnivores?,Christopher Ryan,2300000,69000,https://ted.com/talks/christopher_ryan_are_we_designed_to_be_sexual_omnivores,February,2013
What it takes to be a great leader,Roselinde Torres,6000000,180000,https://ted.com/talks/roselinde_torres_what_it_takes_to_be_a_great_leader,October,2013
An athlete uses physics to shatter world records,Asaf Bar-Yosef,1900000,59000,https://ted.com/talks/asaf_bar_yosef_an_athlete_uses_physics_to_shatter_world_records,February,2014
A new way to grow bone,Molly Stevens,1300000,39000,https://ted.com/talks/molly_stevens_a_new_way_to_grow_bone,June,2013
Love — you're doing it wrong,Yann Dall'Aglio,4500000,136000,https://ted.com/talks/yann_dall_aglio_love_you_re_doing_it_wrong,October,2012
"Synthetic voices, as unique as fingerprints",Rupal Patel,989000,29000,https://ted.com/talks/rupal_patel_synthetic_voices_as_unique_as_fingerprints,December,2013
The investment logic for sustainability,Chris McKnett,1100000,35000,https://ted.com/talks/chris_mcknett_the_investment_logic_for_sustainability,November,2013
Paper beats plastic? How to rethink environmental folklore,Leyla Acaroglu,1400000,43000,https://ted.com/talks/leyla_acaroglu_paper_beats_plastic_how_to_rethink_environmental_folklore,February,2013
"Does the media have a ""duty of care""?",David Puttnam,967000,29000,https://ted.com/talks/david_puttnam_does_the_media_have_a_duty_of_care,June,2013
Art that craves your attention,Aparna Rao,1100000,34000,https://ted.com/talks/aparna_rao_art_that_craves_your_attention,August,2013
A new equation for intelligence,Alex Wissner-Gross,2100000,64000,https://ted.com/talks/alex_wissner_gross_a_new_equation_for_intelligence,November,2013
How architectural innovations migrate across borders,Teddy Cruz,739000,22000,https://ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders,June,2013
"The world is one big dataset. Now, how to photograph it ...",Dan Berkenstock,904000,27000,https://ted.com/talks/dan_berkenstock_the_world_is_one_big_dataset_now_how_to_photograph_it,October,2013
How we turned the tide on domestic violence (Hint: the Polaroid helped),Esta Soler,1300000,39000,https://ted.com/talks/esta_soler_how_we_turned_the_tide_on_domestic_violence_hint_the_polaroid_helped,December,2013
"Meet a young entrepreneur, cartoonist, designer, activist ...",Maya Penn,1700000,52000,https://ted.com/talks/maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist,December,2013
What percentage of your brain do you use?,Richard E. Cytowic,3900000,118000,https://ted.com/talks/richard_e_cytowic_what_percentage_of_your_brain_do_you_use,January,2014
"Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,1000000,31000,https://ted.com/talks/nicolas_perony_puppies_now_that_i_ve_got_your_attention_complexity_theory,October,2013
Want to be an activist? Start with your toys,McKenna Pope,1000000,32000,https://ted.com/talks/mckenna_pope_want_to_be_an_activist_start_with_your_toys,November,2013
Why smart statistics are the key to fighting crime,Anne Milgram,1100000,34000,https://ted.com/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime,October,2013
How fast are you moving right now?,Tucker Hiatt,1800000,55000,https://ted.com/talks/tucker_hiatt_how_fast_are_you_moving_right_now,January,2014
Why massive open online courses (still) matter,Anant Agarwal,1500000,47000,https://ted.com/talks/anant_agarwal_why_massive_open_online_courses_still_matter,June,2013
How I beat stage fright,Joe Kowan,2700000,83000,https://ted.com/talks/joe_kowan_how_i_beat_stage_fright,November,2013
"As work gets more complex, 6 rules to simplify",Yves Morieux,3900000,118000,https://ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify,October,2013
The beauty and power of algorithms,Vishal Sikka,9700,293,https://ted.com/talks/vishal_sikka_the_beauty_and_power_of_algorithms,October,2013
The future of food,Michael Silverstein,27000,832,https://ted.com/talks/michael_silverstein_the_future_of_food,October,2013
Thriving in an overconnected world,Leslie Perlow,19000,592,https://ted.com/talks/leslie_perlow_thriving_in_an_overconnected_world,October,2013
Using the Super Bowl to give back,Joe Davis,4700,142,https://ted.com/talks/joe_davis_using_the_super_bowl_to_give_back,October,2013
How to enhance and expand a global brand,James Curleigh,32000,988,https://ted.com/talks/james_curleigh_how_to_enhance_and_expand_a_global_brand,October,2013
Protecting privacy at Twitter,Del Harvey,8400,253,https://ted.com/talks/del_harvey_protecting_privacy_at_twitter,October,2013
Reigniting creativity in business,Alan Iny,61000,1800,https://ted.com/talks/alan_iny_reigniting_creativity_in_business,October,2013
Collective cooperation in the social sector,Wendy Woods,7500,227,https://ted.com/talks/wendy_woods_collective_cooperation_in_the_social_sector,October,2013
His and hers ... health care,Paula Johnson,1200000,37000,https://ted.com/talks/paula_johnson_his_and_hers_health_care,December,2013
A little-told tale of sex and sensuality,Shereen El Feki,2400000,73000,https://ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality,June,2013
"Robots with ""soul""",Guy Hoffman,3000000,92000,https://ted.com/talks/guy_hoffman_robots_with_soul,October,2013
The Infinite Hotel Paradox,Jeff Dekofsky,22000000,671000,https://ted.com/talks/jeff_dekofsky_the_infinite_hotel_paradox,January,2014
"How I learned to stop worrying and love ""useless"" art",Luke Syson,1200000,36000,https://ted.com/talks/luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art,October,2013
So we leaned in ... now what?,Sheryl Sandberg,2900000,88000,https://ted.com/talks/sheryl_sandberg_so_we_leaned_in_now_what,December,2013
Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,1100000,33000,https://ted.com/talks/mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper,June,2013
The mystery of motion sickness,Rose Eveleth,1300000,41000,https://ted.com/talks/rose_eveleth_the_mystery_of_motion_sickness,January,2014
Profit’s not always the point,Harish Manwani,1700000,53000,https://ted.com/talks/harish_manwani_profit_s_not_always_the_point,October,2013
To hear this music you have to be there. Literally,Ryan Holladay,1300000,41000,https://ted.com/talks/ryan_holladay_to_hear_this_music_you_have_to_be_there_literally,October,2013
How to build a fictional world,Kate Messner,6400000,194000,https://ted.com/talks/kate_messner_how_to_build_a_fictional_world,January,2014
How to build an information time machine,Frederic Kaplan,1200000,37000,https://ted.com/talks/frederic_kaplan_how_to_build_an_information_time_machine,June,2013
Why dieting doesn't usually work,Sandra Aamodt,5100000,154000,https://ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work,June,2013
How sugar affects the brain,Nicole Avena,13000000,401000,https://ted.com/talks/nicole_avena_how_sugar_affects_the_brain,January,2014
A bold new way to fund drug research,Roger Stein,966000,29000,https://ted.com/talks/roger_stein_a_bold_new_way_to_fund_drug_research,November,2013
Don't kill your language,Suzanne Talhouk,1500000,47000,https://ted.com/talks/suzanne_talhouk_don_t_kill_your_language,December,2012
I got 99 problems ... palsy is just one,Maysoon Zayid,11000000,349000,https://ted.com/talks/maysoon_zayid_i_got_99_problems_palsy_is_just_one,December,2013
Should we eat bugs?,Emma Bryce,2900000,87000,https://ted.com/talks/emma_bryce_should_we_eat_bugs,January,2014
How an obese town lost a million pounds,Mick Cornett,1700000,53000,https://ted.com/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds,April,2013
"Never, ever give up",Diana Nyad,6100000,185000,https://ted.com/talks/diana_nyad_never_ever_give_up,December,2013
Does money make you mean?,Paul Piff,3800000,114000,https://ted.com/talks/paul_piff_does_money_make_you_mean,October,2013
How do we smell?,Rose Eveleth,1500000,46000,https://ted.com/talks/rose_eveleth_how_do_we_smell,December,2013
The $80 prosthetic knee that's changing lives,Krista Donaldson,1100000,34000,https://ted.com/talks/krista_donaldson_the_80_prosthetic_knee_that_s_changing_lives,December,2013
"Depression, the secret we share",Andrew Solomon,12000000,376000,https://ted.com/talks/andrew_solomon_depression_the_secret_we_share,October,2013
Welcome to the age of the industrial internet,Marco Annunziata,1500000,46000,https://ted.com/talks/marco_annunziata_welcome_to_the_age_of_the_industrial_internet,October,2013
A new vision for rebuilding Detroit,Toni Griffin,903000,27000,https://ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit,October,2013
Inside the secret shipping industry,Rose George,1600000,49000,https://ted.com/talks/rose_george_inside_the_secret_shipping_industry,October,2013
The death of the universe,Renée Hlozek,1200000,38000,https://ted.com/talks/renee_hlozek_the_death_of_the_universe,December,2013
The 4 stories we tell ourselves about death,Stephen Cave,2600000,78000,https://ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death,July,2013
My glacier cave discoveries,Eddy Cartaya,728000,21000,https://ted.com/talks/eddy_cartaya_my_glacier_cave_discoveries,November,2013
How to build with clay ... and community,Diébédo Francis Kéré,1000000,32000,https://ted.com/talks/diebedo_francis_kere_how_to_build_with_clay_and_community,September,2013
What I learned from Nelson Mandela,Boyd Varty,1800000,54000,https://ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela,December,2013
Why buses represent democracy in action,Enrique Peñalosa,957000,28000,https://ted.com/talks/enrique_penalosa_why_buses_represent_democracy_in_action,September,2013
My underwater robot,David Lang,1300000,40000,https://ted.com/talks/david_lang_my_underwater_robot,February,2013
Let’s try emotional correctness,Sally Kohn,2100000,63000,https://ted.com/talks/sally_kohn_let_s_try_emotional_correctness,October,2013
Body parts on a chip,Geraldine Hamilton,1700000,51000,https://ted.com/talks/geraldine_hamilton_body_parts_on_a_chip,June,2013
The loathsome lethal mosquito,Rose Eveleth,12000000,373000,https://ted.com/talks/rose_eveleth_the_loathsome_lethal_mosquito,December,2013
Invest in social change,Toby Eccles,999000,29000,https://ted.com/talks/toby_eccles_invest_in_social_change,June,2013
Want to be happy? Be grateful,David Steindl-Rast,8500000,257000,https://ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful,June,2013
What is so special about the human brain?,Suzana Herculano-Houzel,3300000,101000,https://ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain,June,2013
How societies can grow old better,Jared Diamond,1100000,35000,https://ted.com/talks/jared_diamond_how_societies_can_grow_old_better,March,2013
"How your ""working memory"" makes sense of the world",Peter Doolittle,2500000,77000,https://ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world,June,2013
No roads? There's a drone for that,Andreas Raptopoulos,1000000,32000,https://ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that,June,2013
Meet the robots for humanity,Henry Evans and Chad Jenkins,1200000,38000,https://ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity,October,2013
The chemistry of cookies,Stephanie Warren,3100000,94000,https://ted.com/talks/stephanie_warren_the_chemistry_of_cookies,November,2013
Ecology from the air,Greg Asner,814000,24000,https://ted.com/talks/greg_asner_ecology_from_the_air,June,2013
A drone's-eye view of conservation,Lian Pin Koh,673000,20000,https://ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,June,2013
Massively multi-player… thumb-wrestling?,Jane McGonigal,1200000,37000,https://ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling,June,2013
What doctors can learn from each other,Stefan Larsson,904000,27000,https://ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other,October,2013
The link between unemployment and terrorism,Mohamed Ali,1100000,33000,https://ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism,September,2013
Design with the blind in mind,Chris Downey,1100000,33000,https://ted.com/talks/chris_downey_design_with_the_blind_in_mind,October,2013
Is China the new idol for emerging economies?,Dambisa Moyo,2600000,79000,https://ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies,June,2013
The magic of Fibonacci numbers,Arthur Benjamin,8199999,247000,https://ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers,June,2013
Why is yawning contagious?,Claudia Aguirre,2200000,68000,https://ted.com/talks/claudia_aguirre_why_is_yawning_contagious,November,2013
How the NSA betrayed the world's trust — time to act,Mikko Hypponen,1700000,52000,https://ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,October,2013
How jiu jitsu taught me to be a better employee,Francesca Simon-Carboni,7300,221,https://ted.com/talks/francesca_simon_carboni_how_jiu_jitsu_taught_me_to_be_a_better_employee,November,2013
Economics and art,Megan Wilkens,14000,443,https://ted.com/talks/megan_wilkens_economics_and_art,November,2013
Democratizing investing,Nathan Ide,6100,183,https://ted.com/talks/nathan_ide_democratizing_investing,November,2013
Bring out your inner filmmaker,Mark Halliday,5000,152,https://ted.com/talks/mark_halliday_bring_out_your_inner_filmmaker,November,2013
The upside of data,Jessica Donohue,14000,432,https://ted.com/talks/jessica_donohue_the_upside_of_data,November,2013
Crowd-sourced investing,Hu Liang,5700,171,https://ted.com/talks/hu_liang_crowd_sourced_investing,November,2013
Cultural clashes in defining beauty,Delali Bright,18000,557,https://ted.com/talks/delali_bright_cultural_clashes_in_defining_beauty,November,2013
Making a difference in the world,Alison Quirk,8100,244,https://ted.com/talks/alison_quirk_making_a_difference_in_the_world,November,2013
The paralyzed rat that walked,Grégoire Courtine,1000000,30000,https://ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked,June,2013
The fight for the right to vote in the United States,Nicki Beaman Griffin,569000,17000,https://ted.com/talks/nicki_beaman_griffin_the_fight_for_the_right_to_vote_in_the_united_states,November,2013
What I discovered in New York City  trash,Robin Nagle,1700000,53000,https://ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash,September,2013
The deadly genius of drug cartels,Rodrigo Canales,2500000,75000,https://ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels,October,2013
The art of bow-making,Dong Woo Jang,2500000,76000,https://ted.com/talks/dong_woo_jang_the_art_of_bow_making,February,2013
Mysteries of vernacular: Robot,Jessica Oreck and Rachael Teel,102000,3000,https://ted.com/talks/jessica_oreck_and_rachael_teel_mysteries_of_vernacular_robot,October,2013
Why stay in Chernobyl? Because it's home.,Holly Morris,1100000,35000,https://ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home,June,2013
"Life in the ""digital now""",Abha Dawesar,1300000,40000,https://ted.com/talks/abha_dawesar_life_in_the_digital_now,June,2013
A simple solution to the coming phosphorus crisis,Mohamed Hijri,679000,20000,https://ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,October,2013
"Government — investor, risk-taker, innovator",Mariana Mazzucato,1000000,31000,https://ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator,June,2013
Architecture at home in its community,Xavier Vilalta,1000000,32000,https://ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community,June,2013
Why our universe might exist on a knife-edge,Gian Giudice,2200000,67000,https://ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,May,2013
An ode to envy,Parul Sehgal,2400000,73000,https://ted.com/talks/parul_sehgal_an_ode_to_envy,July,2013
Africa's next boom,Charles Robertson,1300000,39000,https://ted.com/talks/charles_robertson_africa_s_next_boom,June,2013
Let's go all-in on selling sustainability,Steve Howard,1200000,38000,https://ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,June,2013
Who am I? Think again,Hetain Patel,3000000,90000,https://ted.com/talks/hetain_patel_who_am_i_think_again,June,2013
What will a future without secrets look like?,Alessandro Acquisti,1400000,44000,https://ted.com/talks/alessandro_acquisti_what_will_a_future_without_secrets_look_like,June,2013
Ingenious homes in unexpected places,Iwan Baan,1600000,49000,https://ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places,September,2013
We need a heroic narrative for death,Amanda Bennett,1200000,38000,https://ted.com/talks/amanda_bennett_we_need_a_heroic_narrative_for_death,April,2013
The uncertain location of electrons,George Zaidan and Charles Morton,798000,23000,https://ted.com/talks/george_zaidan_and_charles_morton_the_uncertain_location_of_electrons,October,2013
The walkable city,Jeff Speck,1300000,39000,https://ted.com/talks/jeff_speck_the_walkable_city,September,2013
Adventures in Twitter fiction,Andrew Fitzgerald,1000000,31000,https://ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction,July,2013
Let's treat violence like a contagious disease,Gary Slutkin,861000,25000,https://ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease,April,2013
Iran and Israel: Peace is possible,Trita Parsi,816000,24000,https://ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible,June,2013
The science of stage fright (and how to overcome it),Mikael Cho,1500000,45000,https://ted.com/talks/mikael_cho_the_science_of_stage_fright_and_how_to_overcome_it,October,2013
New York's streets? Not so mean any more,Janette Sadik-Khan,1000000,31000,https://ted.com/talks/janette_sadik_khan_new_york_s_streets_not_so_mean_any_more,September,2013
Why we shouldn't trust markets with our civic life,Michael Sandel,2300000,70000,https://ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life,June,2013
The case for letting business solve social problems,Michael Porter,2600000,78000,https://ted.com/talks/michael_porter_the_case_for_letting_business_solve_social_problems,June,2013
Can technology solve our big problems?,Jason Pontin,1600000,49000,https://ted.com/talks/jason_pontin_can_technology_solve_our_big_problems,February,2013
Psychedelic science,Fabian Oefner,1900000,58000,https://ted.com/talks/fabian_oefner_psychedelic_science,June,2013
How I hacked online dating,Amy Webb,8300000,249000,https://ted.com/talks/amy_webb_how_i_hacked_online_dating,April,2013
The most groundbreaking scientist you've never heard of,Addison Anderson,2900000,88000,https://ted.com/talks/addison_anderson_the_most_groundbreaking_scientist_you_ve_never_heard_of,October,2013
Life that doesn't end with death,Kelli Swazey,1800000,55000,https://ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death,April,2013
Kabuki: The people's dramatic art,Amanda Mattes,881000,26000,https://ted.com/talks/amanda_mattes_kabuki_the_people_s_dramatic_art,September,2013
The unheard story of David and Goliath,Malcolm Gladwell,7800000,236000,https://ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath,September,2013
Confessions of a depressed comic,Kevin Breel,4700000,142000,https://ted.com/talks/kevin_breel_confessions_of_a_depressed_comic,May,2013
"Are Elvish, Klingon, Dothraki and Na'vi real languages?",John McWhorter,2800000,85000,https://ted.com/talks/john_mcwhorter_are_elvish_klingon_dothraki_and_na_vi_real_languages,September,2013
Why our IQ levels are higher than our grandparents',James Flynn,4600000,138000,https://ted.com/talks/james_flynn_why_our_iq_levels_are_higher_than_our_grandparents,March,2013
What we don't understand about trust,Onora O'Neill,1700000,53000,https://ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust,June,2013
The pursuit of ignorance,Stuart Firestein,2600000,78000,https://ted.com/talks/stuart_firestein_the_pursuit_of_ignorance,February,2013
The physics of human sperm vs. the physics of the sperm whale,Aatish Bhatia,4300000,131000,https://ted.com/talks/aatish_bhatia_the_physics_of_human_sperm_vs_the_physics_of_the_sperm_whale,September,2013
How reliable is your memory?,Elizabeth Loftus,5600000,168000,https://ted.com/talks/elizabeth_loftus_how_reliable_is_your_memory,June,2013
